"","collection_id","sample_id","old_sample_id","photo_id_no","skeletal_sample","pub_author","pub_year","collection_period_from","collection_period_to","collection_date","extract_date","extract_method","collected_by","host_group","host_order","host_family","host_genus","host_species","host_id_date","host_id_by","host_id_method","host_id_changed_from_publication","host_id_changed_from","host_morphotype","corallite_size_mm","colony_sex","ocean","country","region","subregion","area","location","site","shelf_position","latitude","longitude","reef_type","avg_depth","depth_min","depth_max","sym_genus_1","sym_genus_2","sym_genus_3","sym_type_1","sym_type_2","sym_type_3","sym_type_id_year","sym_type_author","sym_type_changed_from","comment_field_coral_id","comment_symbiont_profile","comment_sample_processing"
"1","AU18","AU18_0001",NA,"Split01",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Paragoniastrea","Paragoniastrea_australensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue-grey",NA,NA
"2","AU18","AU18_0002",NA,"Split02",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Paragoniastrea","Paragoniastrea_australensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue-grey",NA,NA
"3","AU18","AU18_0003",NA,"Split03",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Paragoniastrea","Paragoniastrea_australensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"blue-grey",NA,NA
"4","AU18","AU18_0004",NA,"Split04",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Cyphastrea","Cyphastrea_serailia",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brown",NA,NA
"5","AU18","AU18_0005",NA,"Split05",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Cyphastrea","Cyphastrea_serailia",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brown",NA,NA
"6","AU18","AU18_0006",NA,"Split06",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Cyphastrea","Cyphastrea_serailia",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"brown",NA,NA
"7","AU18","AU18_0007",NA,"Split07",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Cyphastrea","Cyphastrea_serailia",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA
"8","AU18","AU18_0008",NA,"Split08",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Cyphastrea","Cyphastrea_serailia",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA
"9","AU18","AU18_0009",NA,"Split09",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Cyphastrea","Cyphastrea_serailia",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA
"10","AU18","AU18_0010",NA,"Split10",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Cyphastrea","Cyphastrea_serailia",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA
"11","AU18","AU18_0011",NA,"Split11",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Platygyra","Platygyra_daedalea",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"purple",NA,NA
"12","AU18","AU18_0012",NA,"Split12",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Platygyra","Platygyra_daedalea",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"purple",NA,NA
"13","AU18","AU18_0013",NA,"Split13",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp1",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green-brown",NA,NA
"14","AU18","AU18_0014",NA,"Split14",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp1",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green-brown",NA,NA
"15","AU18","AU18_0015",NA,"Split15",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Platygyra","Platygyra_daedalea",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"purple",NA,NA
"16","AU18","AU18_0016",NA,"Split16",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Mussidae","Acanthastrea","Acanthastrea_echinata",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bluey-green happy valley",NA,NA
"17","AU18","AU18_0017",NA,"Split17",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp1",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green-brown",NA,NA
"18","AU18","AU18_0018",NA,"Split18",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Mussidae","Acanthastrea","Acanthastrea_echinata",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bluey-green happy valley",NA,NA
"19","AU18","AU18_0019",NA,"Split19",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Mussidae","Acanthastrea","Acanthastrea_echinata",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bluey-green happy valley",NA,NA
"20","AU18","AU18_0020",NA,"Split20",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Mussidae","Acanthastrea","Acanthastrea_echinata",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bluey-green happy valley",NA,NA
"21","AU18","AU18_0021",NA,"Split21",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Faviidae","Astrea","Astrea_curta",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"22","AU18","AU18_0022",NA,"Split22",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Faviidae","Astrea","Astrea_curta",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"23","AU18","AU18_0023",NA,"Split23",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Faviidae","Astrea","Astrea_curta",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"24","AU18","AU18_0024",NA,"Split24",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp2",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"like Goniastrea favulus",NA,NA
"25","AU18","AU18_0025",NA,"Split25",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp2",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"like Goniastrea favulus",NA,NA
"26","AU18","AU18_0026",NA,"Split26",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Faviidae","Astrea","Astrea_curta",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"27","AU18","AU18_0027",NA,"Split27",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp2",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"like Goniastrea favulus",NA,NA
"28","AU18","AU18_0028",NA,"Split28",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Faviidae","Astrea","Astrea_curta",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"29","AU18","AU18_0029",NA,"Split29",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp2",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"like Goniastrea favulus",NA,NA
"30","AU18","AU18_0030",NA,"Split30",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Massive","sp2",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"like Goniastrea favulus",NA,NA
"31","AU18","AU18_0031",NA,"Split31",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_glauca",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","AU18","AU18_0032",NA,"Split32",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_valida",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","AU18","AU18_0033",NA,"Split33",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_solitaryensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","AU18","AU18_0034",NA,"Split34",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_valida",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","AU18","AU18_0035",NA,"Split35",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_solitaryensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","AU18","AU18_0036",NA,"Split36",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_glauca",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","AU18","AU18_0037",NA,"Split37",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_solitaryensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","AU18","AU18_0038",NA,"Split38",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_glauca",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","AU18","AU18_0039",NA,"Split39",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_valida",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","AU18","AU18_0040",NA,"Split40",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_valida",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","AU18","AU18_0041",NA,"Split41",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_solitaryensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","AU18","AU18_0042",NA,"Split42",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_valida",NA,NA,NA,NA,NA,"valida_morph2",NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Turtle_Cove",NA,-30.24195,153.181583,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","AU18","AU18_0043",NA,"Split43",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_solitaryensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","AU18","AU18_0044",NA,"Split44",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_solitaryensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","AU18","AU18_0045",NA,"Split45",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_solitaryensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","AU18","AU18_0046",NA,"Split46",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_valida",NA,NA,NA,NA,NA,"valida_morph2",NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","AU18","AU18_0047",NA,"Split47",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_glauca",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","AU18","AU18_0048",NA,"Split48",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_valida",NA,NA,NA,NA,NA,"valida_morph2",NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","AU18","AU18_0049",NA,"Split49",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_glauca",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","AU18","AU18_0050",NA,"Split50",NA,"Sampayo","unpublished",2018,2018,2018-09-10,NA,NA,"Doropoulos","hard_coral","Scleractinia","Acroporidae","Acropora","Acropora_glauca",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","Split_Solitary_Island","Pomfrey_Point",NA,-30.2384,153.17961,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","AU18","AU18_0051",NA,"NS51",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Mussidae","Acanthastrea","Acanthastrea_echinata",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA
"52","AU18","AU18_0052",NA,"NS52",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Faviidae","Astrea","Astrea_curta",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark brown",NA,NA
"53","AU18","AU18_0053",NA,"NS53",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Paragoniastrea","Paragoniastrea_australensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"54","AU18","AU18_0054",NA,"NS54",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Paragoniastrea","Paragoniastrea_australensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"55","AU18","AU18_0055",NA,"NS55",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Mussidae","Acanthastrea","Acanthastrea_echinata",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA
"56","AU18","AU18_0056",NA,"NS56",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Paragoniastrea","Paragoniastrea_australensis",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"grey",NA,NA
"57","AU18","AU18_0057",NA,"NS57",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Faviidae","Astrea","Astrea_curta",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dark brown",NA,NA
"58","AU18","AU18_0058",NA,"NS58",NA,"Sampayo","unpublished",2018,2018,2018-09-11,NA,NA,"Dalton","hard_coral","Scleractinia","Merulinidae","Platygyra","Platygyra_daedalea",NA,NA,NA,NA,NA,NA,NA,NA,"Pacific","Australia","Eastern_Australia","cNSW","SIMP","N_Solitary_Island","Anemone_Bay","outer",-29.923526,153.38793,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"purple",NA,NA
